index,season,episode,episode_num,rank,missc,contestant,outcome,eliminated,participant,minichalw,finale,penultimate
716,S06,3,S06E3,12,0,Vivacious,BTM,1,1,0,0,0
717,S06,3,S06E3,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
718,S06,3,S06E3,13,0,Kelly Mantle,NA,NA,0,NA,0,0
719,S06,4,S06E4,1,0,Bianca Del Rio,SAFE,0,1,0,0,0
720,S06,4,S06E4,2,0,Adore Delano,HIGH,0,1,0,0,0
721,S06,4,S06E4,2,0,Courtney Act,WIN,0,1,0,0,0
722,S06,4,S06E4,4,0,Darienne Lake,LOW,0,1,0,0,0
723,S06,4,S06E4,5,1,BenDeLaCreme,HIGH,0,1,0,0,0
724,S06,4,S06E4,6,0,Joslyn Fox,SAFE,0,1,0,0,0
725,S06,4,S06E4,7,0,Trinity K. Bonet,BTM,0,1,0,0,0
726,S06,4,S06E4,8,0,Laganja Estranja,SAFE,0,1,0,0,0
727,S06,4,S06E4,9,0,Milk,SAFE,0,1,0,0,0
728,S06,4,S06E4,10,0,Gia Gunn,SAFE,0,1,0,0,0
729,S06,4,S06E4,11,0,April Carrión,BTM,1,1,0,0,0
730,S06,4,S06E4,12,0,Vivacious,NA,NA,0,NA,0,0
731,S06,4,S06E4,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
732,S06,4,S06E4,13,0,Kelly Mantle,NA,NA,0,NA,0,0
733,S06,5,S06E5,1,0,Bianca Del Rio,HIGH,0,1,0,0,0
734,S06,5,S06E5,2,0,Adore Delano,HIGH,0,1,0,0,0
735,S06,5,S06E5,2,0,Courtney Act,SAFE,0,1,0,0,0
736,S06,5,S06E5,4,0,Darienne Lake,SAFE,0,1,0,0,0
737,S06,5,S06E5,5,1,BenDeLaCreme,WIN,0,1,0,0,0
738,S06,5,S06E5,6,0,Joslyn Fox,SAFE,0,1,0,0,0
739,S06,5,S06E5,7,0,Trinity K. Bonet,SAFE,0,1,0,0,0
740,S06,5,S06E5,8,0,Laganja Estranja,BTM,0,1,0,0,0
741,S06,5,S06E5,9,0,Milk,LOW,0,1,0,0,0
742,S06,5,S06E5,10,0,Gia Gunn,BTM,1,1,0,0,0
743,S06,5,S06E5,11,0,April Carrión,NA,NA,0,NA,0,0
744,S06,5,S06E5,12,0,Vivacious,NA,NA,0,NA,0,0
745,S06,5,S06E5,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
746,S06,5,S06E5,13,0,Kelly Mantle,NA,NA,0,NA,0,0
747,S06,6,S06E6,1,0,Bianca Del Rio,HIGH,0,1,0,0,0
748,S06,6,S06E6,2,0,Adore Delano,WIN,0,1,0,0,0
749,S06,6,S06E6,2,0,Courtney Act,SAFE,0,1,0,0,0
750,S06,6,S06E6,4,0,Darienne Lake,LOW,0,1,1,0,0
751,S06,6,S06E6,5,1,BenDeLaCreme,SAFE,0,1,0,0,0
752,S06,6,S06E6,6,0,Joslyn Fox,HIGH,0,1,0,0,0
753,S06,6,S06E6,7,0,Trinity K. Bonet,BTM,0,1,0,0,0
754,S06,6,S06E6,8,0,Laganja Estranja,SAFE,0,1,0,0,0
755,S06,6,S06E6,9,0,Milk,BTM,1,1,0,0,0
756,S06,6,S06E6,10,0,Gia Gunn,NA,NA,0,NA,0,0
757,S06,6,S06E6,11,0,April Carrión,NA,NA,0,NA,0,0
758,S06,6,S06E6,12,0,Vivacious,NA,NA,0,NA,0,0
759,S06,6,S06E6,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
760,S06,6,S06E6,13,0,Kelly Mantle,NA,NA,0,NA,0,0
761,S06,7,S06E7,1,0,Bianca Del Rio,HIGH,0,1,0,0,0
762,S06,7,S06E7,2,0,Adore Delano,WIN,0,1,0,0,0
763,S06,7,S06E7,2,0,Courtney Act,LOW,0,1,0,0,0
764,S06,7,S06E7,4,0,Darienne Lake,BTM,0,1,0,0,0
765,S06,7,S06E7,5,1,BenDeLaCreme,BTM,0,1,0,0,0
766,S06,7,S06E7,6,0,Joslyn Fox,LOW,0,1,0,0,0
767,S06,7,S06E7,7,0,Trinity K. Bonet,HIGH,0,1,0,0,0
768,S06,7,S06E7,8,0,Laganja Estranja,WIN,0,1,1,0,0
769,S06,7,S06E7,9,0,Milk,NA,NA,0,NA,0,0
770,S06,7,S06E7,10,0,Gia Gunn,NA,NA,0,NA,0,0
771,S06,7,S06E7,11,0,April Carrión,NA,NA,0,NA,0,0
772,S06,7,S06E7,12,0,Vivacious,NA,NA,0,NA,0,0
773,S06,7,S06E7,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
774,S06,7,S06E7,13,0,Kelly Mantle,NA,NA,0,NA,0,0
775,S06,8,S06E8,1,0,Bianca Del Rio,WIN,0,1,0,0,0
776,S06,8,S06E8,2,0,Adore Delano,SAFE,0,1,0,0,0
777,S06,8,S06E8,2,0,Courtney Act,SAFE,0,1,0,0,0
778,S06,8,S06E8,4,0,Darienne Lake,HIGH,0,1,0,0,0
779,S06,8,S06E8,5,1,BenDeLaCreme,LOW,0,1,0,0,0
780,S06,8,S06E8,6,0,Joslyn Fox,BTM,0,1,1,0,0
781,S06,8,S06E8,7,0,Trinity K. Bonet,HIGH,0,1,0,0,0
782,S06,8,S06E8,8,0,Laganja Estranja,BTM,1,1,0,0,0
783,S06,8,S06E8,9,0,Milk,NA,NA,0,NA,0,0
784,S06,8,S06E8,10,0,Gia Gunn,NA,NA,0,NA,0,0
785,S06,8,S06E8,11,0,April Carrión,NA,NA,0,NA,0,0
786,S06,8,S06E8,12,0,Vivacious,NA,NA,0,NA,0,0
787,S06,8,S06E8,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
788,S06,8,S06E8,13,0,Kelly Mantle,NA,NA,0,NA,0,0
789,S06,9,S06E9,1,0,Bianca Del Rio,SAFE,0,1,0,0,0
790,S06,9,S06E9,2,0,Adore Delano,BTM,0,1,0,0,0
791,S06,9,S06E9,2,0,Courtney Act,WIN,0,1,0,0,0
792,S06,9,S06E9,4,0,Darienne Lake,SAFE,0,1,0,0,0
793,S06,9,S06E9,5,1,BenDeLaCreme,HIGH,0,1,1,0,0
794,S06,9,S06E9,6,0,Joslyn Fox,LOW,0,1,0,0,0
795,S06,9,S06E9,7,0,Trinity K. Bonet,BTM,1,1,0,0,0
796,S06,9,S06E9,8,0,Laganja Estranja,NA,NA,0,NA,0,0
797,S06,9,S06E9,9,0,Milk,NA,NA,0,NA,0,0
798,S06,9,S06E9,10,0,Gia Gunn,NA,NA,0,NA,0,0
799,S06,9,S06E9,11,0,April Carrión,NA,NA,0,NA,0,0
800,S06,9,S06E9,12,0,Vivacious,NA,NA,0,NA,0,0
801,S06,9,S06E9,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
802,S06,9,S06E9,13,0,Kelly Mantle,NA,NA,0,NA,0,0
803,S06,10,S06E10,1,0,Bianca Del Rio,WIN,0,1,1,0,0
804,S06,10,S06E10,2,0,Adore Delano,BTM,0,1,0,0,0
805,S06,10,S06E10,2,0,Courtney Act,LOW,0,1,0,0,0
806,S06,10,S06E10,4,0,Darienne Lake,LOW,0,1,0,0,0
807,S06,10,S06E10,5,1,BenDeLaCreme,HIGH,0,1,0,0,0
808,S06,10,S06E10,6,0,Joslyn Fox,BTM,1,1,0,0,0
809,S06,10,S06E10,7,0,Trinity K. Bonet,NA,NA,0,NA,0,0
810,S06,10,S06E10,8,0,Laganja Estranja,NA,NA,0,NA,0,0
811,S06,10,S06E10,9,0,Milk,NA,NA,0,NA,0,0
812,S06,10,S06E10,10,0,Gia Gunn,NA,NA,0,NA,0,0
813,S06,10,S06E10,11,0,April Carrión,NA,NA,0,NA,0,0
814,S06,10,S06E10,12,0,Vivacious,NA,NA,0,NA,0,0
815,S06,10,S06E10,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
816,S06,10,S06E10,13,0,Kelly Mantle,NA,NA,0,NA,0,0
817,S06,11,S06E11,1,0,Bianca Del Rio,HIGH,0,1,0,0,0
818,S06,11,S06E11,2,0,Adore Delano,WIN,0,1,0,0,0
819,S06,11,S06E11,2,0,Courtney Act,LOW,0,1,0,0,0
820,S06,11,S06E11,4,0,Darienne Lake,BTM,0,1,0,0,0
821,S06,11,S06E11,5,1,BenDeLaCreme,BTM,0,1,1,0,0
822,S06,11,S06E11,6,0,Joslyn Fox,NA,NA,0,NA,0,0
823,S06,11,S06E11,7,0,Trinity K. Bonet,NA,NA,0,NA,0,0
824,S06,11,S06E11,8,0,Laganja Estranja,NA,NA,0,NA,0,0
825,S06,11,S06E11,9,0,Milk,NA,NA,0,NA,0,0
826,S06,11,S06E11,10,0,Gia Gunn,NA,NA,0,NA,0,0
827,S06,11,S06E11,11,0,April Carrión,NA,NA,0,NA,0,0
828,S06,11,S06E11,12,0,Vivacious,NA,NA,0,NA,0,0
829,S06,11,S06E11,13,0,Magnolia Crawford,NA,NA,0,NA,0,0
830,S06,11,S06E11,13,0,Kelly Mantle,NA,NA,0,NA,0,0
831,S06,12,S06E12,1,0,Bianca Del Rio,WIN,0,1,0,0,1
832,S06,12,S06E12,2,0,Adore Delano,WIN,0,1,0,0,1
833,S06,12,S06E12,2,0,Courtney Act,WIN,0,1,0,0,1
834,S06,12,S06E12,4,0,Darienne Lake,BTM,1,1,0,0,1
835,S06,12,S06E12,5,1,BenDeLaCreme,NA,NA,0,NA,0,1
836,S06,12,S06E12,6,0,Joslyn Fox,NA,NA,0,NA,0,1
837,S06,12,S06E12,7,0,Trinity K. Bonet,NA,NA,0,NA,0,1
838,S06,12,S06E12,8,0,Laganja Estranja,NA,NA,0,NA,0,1
839,S06,12,S06E12,9,0,Milk,NA,NA,0,NA,0,1
840,S06,12,S06E12,10,0,Gia Gunn,NA,NA,0,NA,0,1
841,S06,12,S06E12,11,0,April Carrión,NA,NA,0,NA,0,1
842,S06,12,S06E12,12,0,Vivacious,NA,NA,0,NA,0,1
843,S06,12,S06E12,13,0,Magnolia Crawford,NA,NA,0,NA,0,1
844,S06,12,S06E12,13,0,Kelly Mantle,NA,NA,0,NA,0,1
845,S06,14,S06E14,1,0,Bianca Del Rio,WIN,0,1,0,1,0
846,S06,14,S06E14,2,0,Adore Delano,HIGH,0,1,0,1,0
847,S06,14,S06E14,2,0,Courtney Act,HIGH,0,1,0,1,0
848,S06,14,S06E14,4,0,Darienne Lake,NA,NA,0,NA,1,0
849,S06,14,S06E14,5,1,BenDeLaCreme,NA,NA,0,NA,1,0
850,S06,14,S06E14,6,0,Joslyn Fox,NA,NA,0,NA,1,0
851,S06,14,S06E14,7,0,Trinity K. Bonet,NA,NA,0,NA,1,0
852,S06,14,S06E14,8,0,Laganja Estranja,NA,NA,0,NA,1,0
853,S06,14,S06E14,9,0,Milk,NA,NA,0,NA,1,0
854,S06,14,S06E14,10,0,Gia Gunn,NA,NA,0,NA,1,0
855,S06,14,S06E14,11,0,April Carrión,NA,NA,0,NA,1,0
856,S06,14,S06E14,12,0,Vivacious,NA,NA,0,NA,1,0
857,S06,14,S06E14,13,0,Magnolia Crawford,NA,NA,0,NA,1,0
858,S06,14,S06E14,13,0,Kelly Mantle,NA,NA,0,NA,1,0
859,S07,1,S07E1,1,0,Violet Chachki,WIN,0,1,0,0,0
860,S07,1,S07E1,2,0,Ginger Minj,SAFE,0,1,0,0,0
861,S07,1,S07E1,2,0,Pearl,SAFE,0,1,0,0,0
862,S07,1,S07E1,4,0,Kennedy Davenport,HIGH,0,1,0,0,0
863,S07,1,S07E1,5,1,Katya,SAFE,0,1,0,0,0
864,S07,1,S07E1,6,0,Trixie Mattel,SAFE,0,1,0,0,0
865,S07,1,S07E1,7,0,Miss Fame,HIGH,0,1,0,0,0
866,S07,1,S07E1,8,0,Jaidynn Diore Fierce,SAFE,0,1,0,0,0
867,S07,1,S07E1,9,0,Max,SAFE,0,1,0,0,0
868,S07,1,S07E1,10,0,Kandy Ho,BTM,0,1,0,0,0
869,S07,1,S07E1,11,0,Mrs. Kasha Davis,SAFE,0,1,0,0,0
870,S07,1,S07E1,12,0,Jasmine Masters,LOW,0,1,0,0,0
871,S07,1,S07E1,13,0,Sasha Belle,LOW,0,1,0,0,0
872,S07,1,S07E1,14,0,Tempest DuJour,BTM,1,1,0,0,0
873,S07,2,S07E2,1,0,Violet Chachki,HIGH,0,1,0,0,0
874,S07,2,S07E2,2,0,Ginger Minj,WIN,0,1,0,0,0
875,S07,2,S07E2,2,0,Pearl,SAFE,0,1,0,0,0
876,S07,2,S07E2,4,0,Kennedy Davenport,SAFE,0,1,0,0,0
877,S07,2,S07E2,5,1,Katya,BTM,0,1,0,0,0
878,S07,2,S07E2,6,0,Trixie Mattel,SAFE,0,1,0,0,0
879,S07,2,S07E2,7,0,Miss Fame,LOW,0,1,0,0,0
880,S07,2,S07E2,8,0,Jaidynn Diore Fierce,SAFE,0,1,0,0,0
881,S07,2,S07E2,9,0,Max,SAFE,0,1,0,0,0
882,S07,2,S07E2,10,0,Kandy Ho,SAFE,0,1,0,0,0
883,S07,2,S07E2,11,0,Mrs. Kasha Davis,HIGH,0,1,0,0,0
884,S07,2,S07E2,12,0,Jasmine Masters,SAFE,0,1,0,0,0
885,S07,2,S07E2,13,0,Sasha Belle,BTM,1,1,0,0,0
886,S07,2,S07E2,14,0,Tempest DuJour,NA,NA,0,NA,0,0
887,S07,3,S07E3,1,0,Violet Chachki,SAFE,0,1,0,0,0
888,S07,3,S07E3,2,0,Ginger Minj,SAFE,0,1,0,0,0
889,S07,3,S07E3,2,0,Pearl,LOW,0,1,0,0,0
890,S07,3,S07E3,4,0,Kennedy Davenport,BTM,0,1,0,0,0
891,S07,3,S07E3,5,1,Katya,SAFE,0,1,0,0,0
892,S07,3,S07E3,6,0,Trixie Mattel,SAFE,0,1,0,0,0
893,S07,3,S07E3,7,0,Miss Fame,SAFE,0,1,0,0,0
894,S07,3,S07E3,8,0,Jaidynn Diore Fierce,SAFE,0,1,0,0,0
895,S07,3,S07E3,9,0,Max,WIN,0,1,0,0,0
896,S07,3,S07E3,10,0,Kandy Ho,SAFE,0,1,0,0,0
897,S07,3,S07E3,11,0,Mrs. Kasha Davis,SAFE,0,1,0,0,0
898,S07,3,S07E3,12,0,Jasmine Masters,BTM,1,1,0,0,0
899,S07,3,S07E3,13,0,Sasha Belle,NA,NA,0,NA,0,0
900,S07,3,S07E3,14,0,Tempest DuJour,NA,NA,0,NA,0,0
901,S07,4,S07E4,1,0,Violet Chachki,SAFE,0,1,0,0,0
902,S07,4,S07E4,2,0,Ginger Minj,HIGH,0,1,0,0,0
903,S07,4,S07E4,2,0,Pearl,BTM,0,1,0,0,0
904,S07,4,S07E4,4,0,Kennedy Davenport,WIN,0,1,0,0,0
905,S07,4,S07E4,5,1,Katya,HIGH,0,1,0,0,0
906,S07,4,S07E4,6,0,Trixie Mattel,BTM,1,1,0,0,0
907,S07,4,S07E4,7,0,Miss Fame,HIGH,0,1,0,0,0
908,S07,4,S07E4,8,0,Jaidynn Diore Fierce,HIGH,0,1,0,0,0
909,S07,4,S07E4,9,0,Max,SAFE,0,1,0,0,0
910,S07,4,S07E4,10,0,Kandy Ho,LOW,0,1,0,0,0
911,S07,4,S07E4,11,0,Mrs. Kasha Davis,SAFE,0,1,0,0,0
912,S07,4,S07E4,12,0,Jasmine Masters,NA,NA,0,NA,0,0
913,S07,4,S07E4,13,0,Sasha Belle,NA,NA,0,NA,0,0
914,S07,4,S07E4,14,0,Tempest DuJour,NA,NA,0,NA,0,0
915,S07,5,S07E5,1,0,Violet Chachki,LOW,0,1,0,0,0
916,S07,5,S07E5,2,0,Ginger Minj,SAFE,0,1,0,0,0
917,S07,5,S07E5,2,0,Pearl,WIN,0,1,0,0,0
918,S07,5,S07E5,4,0,Kennedy Davenport,HIGH,0,1,0,0,0
919,S07,5,S07E5,5,1,Katya,SAFE,0,1,1,0,0
920,S07,5,S07E5,6,0,Trixie Mattel,NA,NA,0,NA,0,0
921,S07,5,S07E5,7,0,Miss Fame,SAFE,0,1,0,0,0
922,S07,5,S07E5,8,0,Jaidynn Diore Fierce,HIGH,0,1,0,0,0
923,S07,5,S07E5,9,0,Max,WIN,0,1,0,0,0
924,S07,5,S07E5,10,0,Kandy Ho,BTM,0,1,0,0,0
925,S07,5,S07E5,11,0,Mrs. Kasha Davis,BTM,0,1,1,0,0
926,S07,5,S07E5,12,0,Jasmine Masters,NA,NA,0,NA,0,0
927,S07,5,S07E5,13,0,Sasha Belle,NA,NA,0,NA,0,0
928,S07,5,S07E5,14,0,Tempest DuJour,NA,NA,0,NA,0,0
929,S07,6,S07E6,1,0,Violet Chachki,SAFE,0,1,0,0,0
930,S07,6,S07E6,2,0,Ginger Minj,SAFE,0,1,1,0,0
931,S07,6,S07E6,2,0,Pearl,SAFE,0,1,0,0,0
932,S07,6,S07E6,4,0,Kennedy Davenport,SAFE,0,1,0,0,0
933,S07,6,S07E6,5,1,Katya,WIN,0,1,0,0,0
934,S07,6,S07E6,6,0,Trixie Mattel,NA,NA,0,NA,0,0
935,S07,6,S07E6,7,0,Miss Fame,LOW,0,1,0,0,0
936,S07,6,S07E6,8,0,Jaidynn Diore Fierce,BTM,0,1,0,0,0
937,S07,6,S07E6,9,0,Max,SAFE,0,1,0,0,0
938,S07,6,S07E6,10,0,Kandy Ho,BTM,1,1,0,0,0
939,S07,6,S07E6,11,0,Mrs. Kasha Davis,NA,NA,0,NA,0,0
940,S07,6,S07E6,12,0,Jasmine Masters,NA,NA,0,NA,0,0
941,S07,6,S07E6,13,0,Sasha Belle,NA,NA,0,NA,0,0
942,S07,6,S07E6,14,0,Tempest DuJour,NA,NA,0,NA,0,0
943,S07,7,S07E7,1,0,Violet Chachki,SAFE,0,1,0,0,0
944,S07,7,S07E7,2,0,Ginger Minj,WIN,0,1,0,0,0
945,S07,7,S07E7,2,0,Pearl,SAFE,0,1,0,0,0
946,S07,7,S07E7,4,0,Kennedy Davenport,WIN,0,1,0,0,0
947,S07,7,S07E7,5,1,Katya,HIGH,0,1,0,0,0
948,S07,7,S07E7,6,0,Trixie Mattel,NA,NA,0,NA,0,0
949,S07,7,S07E7,7,0,Miss Fame,LOW,0,1,0,0,0
950,S07,7,S07E7,8,0,Jaidynn Diore Fierce,BTM,0,1,0,0,0
951,S07,7,S07E7,9,0,Max,BTM,1,1,0,0,0
952,S07,7,S07E7,10,0,Kandy Ho,NA,NA,0,NA,0,0
953,S07,7,S07E7,11,0,Mrs. Kasha Davis,NA,NA,0,NA,0,0
954,S07,7,S07E7,12,0,Jasmine Masters,NA,NA,0,NA,0,0
955,S07,7,S07E7,13,0,Sasha Belle,NA,NA,0,NA,0,0
956,S07,7,S07E7,14,0,Tempest DuJour,NA,NA,0,NA,0,0
957,S07,8,S07E8,1,0,Violet Chachki,HIGH,0,1,0,0,0
958,S07,8,S07E8,2,0,Ginger Minj,BTM,0,1,0,0,0
959,S07,8,S07E8,2,0,Pearl,WIN,0,1,0,0,0
960,S07,8,S07E8,4,0,Kennedy Davenport,SAFE,0,1,1,0,0
961,S07,8,S07E8,5,1,Katya,HIGH,0,1,0,0,0
962,S07,8,S07E8,6,0,Trixie Mattel,WIN+RTRN,0,1,0,0,0
963,S07,8,S07E8,7,0,Miss Fame,LOW,0,1,0,0,0
964,S07,8,S07E8,8,0,Jaidynn Diore Fierce,BTM,1,1,0,0,0
965,S07,8,S07E8,9,0,Max,OUT,0,1,0,0,0
966,S07,8,S07E8,10,0,Kandy Ho,OUT,0,1,0,0,0
967,S07,8,S07E8,11,0,Mrs. Kasha Davis,OUT,0,1,0,0,0
968,S07,8,S07E8,12,0,Jasmine Masters,OUT,0,1,0,0,0
969,S07,8,S07E8,13,0,Sasha Belle,OUT,0,1,0,0,0
970,S07,8,S07E8,14,0,Tempest DuJour,OUT,0,1,0,0,0
971,S07,9,S07E9,1,0,Violet Chachki,LOW,0,1,0,0,0
972,S07,9,S07E9,2,0,Ginger Minj,WIN,0,1,0,0,0
973,S07,9,S07E9,2,0,Pearl,BTM,0,1,0,0,0
974,S07,9,S07E9,4,0,Kennedy Davenport,HIGH,0,1,0,0,0
975,S07,9,S07E9,5,1,Katya,HIGH,0,1,0,0,0
976,S07,9,S07E9,6,0,Trixie Mattel,HIGH,0,1,1,0,0
977,S07,9,S07E9,7,0,Miss Fame,BTM,1,1,0,0,0
978,S07,9,S07E9,8,0,Jaidynn Diore Fierce,NA,NA,0,NA,0,0
979,S07,9,S07E9,9,0,Max,NA,NA,0,NA,0,0
980,S07,9,S07E9,10,0,Kandy Ho,NA,NA,0,NA,0,0
981,S07,9,S07E9,11,0,Mrs. Kasha Davis,NA,NA,0,NA,0,0
982,S07,9,S07E9,12,0,Jasmine Masters,NA,NA,0,NA,0,0
983,S07,9,S07E9,13,0,Sasha Belle,NA,NA,0,NA,0,0
984,S07,9,S07E9,14,0,Tempest DuJour,NA,NA,0,NA,0,0
985,S07,10,S07E10,1,0,Violet Chachki,WIN,0,1,1,0,0
986,S07,10,S07E10,2,0,Ginger Minj,BTM,0,1,0,0,0
987,S07,10,S07E10,2,0,Pearl,SAFE,0,1,0,0,0
988,S07,10,S07E10,4,0,Kennedy Davenport,SAFE,0,1,0,0,0
989,S07,10,S07E10,5,1,Katya,WIN,0,1,0,0,0
990,S07,10,S07E10,6,0,Trixie Mattel,BTM,1,1,0,0,0
991,S07,10,S07E10,7,0,Miss Fame,NA,NA,0,NA,0,0
992,S07,10,S07E10,8,0,Jaidynn Diore Fierce,NA,NA,0,NA,0,0
993,S07,10,S07E10,9,0,Max,NA,NA,0,NA,0,0
994,S07,10,S07E10,10,0,Kandy Ho,NA,NA,0,NA,0,0
995,S07,10,S07E10,11,0,Mrs. Kasha Davis,NA,NA,0,NA,0,0
996,S07,10,S07E10,12,0,Jasmine Masters,NA,NA,0,NA,0,0
997,S07,10,S07E10,13,0,Sasha Belle,NA,NA,0,NA,0,0
998,S07,10,S07E10,14,0,Tempest DuJour,NA,NA,0,NA,0,0
999,S07,11,S07E11,1,0,Violet Chachki,WIN,0,1,0,0,0
1000,S07,11,S07E11,2,0,Ginger Minj,HIGH,0,1,1,0,0
1001,S07,11,S07E11,2,0,Pearl,HIGH,0,1,0,0,0
1002,S07,11,S07E11,4,0,Kennedy Davenport,BTM,0,1,0,0,0
1003,S07,11,S07E11,5,1,Katya,BTM,1,1,0,0,0
1004,S07,11,S07E11,6,0,Trixie Mattel,NA,NA,0,NA,0,0
1005,S07,11,S07E11,7,0,Miss Fame,NA,NA,0,NA,0,0
1006,S07,11,S07E11,8,0,Jaidynn Diore Fierce,NA,NA,0,NA,0,0
1007,S07,11,S07E11,9,0,Max,NA,NA,0,NA,0,0
1008,S07,11,S07E11,10,0,Kandy Ho,NA,NA,0,NA,0,0
1009,S07,11,S07E11,11,0,Mrs. Kasha Davis,NA,NA,0,NA,0,0
1010,S07,11,S07E11,12,0,Jasmine Masters,NA,NA,0,NA,0,0
1011,S07,11,S07E11,13,0,Sasha Belle,NA,NA,0,NA,0,0
1012,S07,11,S07E11,14,0,Tempest DuJour,NA,NA,0,NA,0,0
1013,S07,12,S07E12,1,0,Violet Chachki,WIN,0,1,0,0,1
1014,S07,12,S07E12,2,0,Ginger Minj,WIN,0,1,0,0,1
1015,S07,12,S07E12,2,0,Pearl,WIN,0,1,0,0,1
1016,S07,12,S07E12,4,0,Kennedy Davenport,BTM,1,1,0,0,1
1017,S07,12,S07E12,5,1,Katya,NA,NA,0,NA,0,1
1018,S07,12,S07E12,6,0,Trixie Mattel,NA,NA,0,NA,0,1
1019,S07,12,S07E12,7,0,Miss Fame,NA,NA,0,NA,0,1
1020,S07,12,S07E12,8,0,Jaidynn Diore Fierce,NA,NA,0,NA,0,1
1021,S07,12,S07E12,9,0,Max,NA,NA,0,NA,0,1
1022,S07,12,S07E12,10,0,Kandy Ho,NA,NA,0,NA,0,1
1023,S07,12,S07E12,11,0,Mrs. Kasha Davis,NA,NA,0,NA,0,1
1024,S07,12,S07E12,12,0,Jasmine Masters,NA,NA,0,NA,0,1
1025,S07,12,S07E12,13,0,Sasha Belle,NA,NA,0,NA,0,1
1026,S07,12,S07E12,14,0,Tempest DuJour,NA,NA,0,NA,0,1
1027,S07,14,S07E14,1,0,Violet Chachki,WIN,0,1,0,1,0
1028,S07,14,S07E14,2,0,Ginger Minj,HIGH,0,1,0,1,0
1029,S07,14,S07E14,2,0,Pearl,HIGH,0,1,0,1,0
1030,S07,14,S07E14,4,0,Kennedy Davenport,NA,NA,0,NA,1,0
1031,S07,14,S07E14,5,1,Katya,NA,NA,0,NA,1,0
1032,S07,14,S07E14,6,0,Trixie Mattel,NA,NA,0,NA,1,0
1033,S07,14,S07E14,7,0,Miss Fame,NA,NA,0,NA,1,0
1034,S07,14,S07E14,8,0,Jaidynn Diore Fierce,NA,NA,0,NA,1,0
1035,S07,14,S07E14,9,0,Max,NA,NA,0,NA,1,0
1036,S07,14,S07E14,10,0,Kandy Ho,NA,NA,0,NA,1,0
1037,S07,14,S07E14,11,0,Mrs. Kasha Davis,NA,NA,0,NA,1,0
1038,S07,14,S07E14,12,0,Jasmine Masters,NA,NA,0,NA,1,0
1039,S07,14,S07E14,13,0,Sasha Belle,NA,NA,0,NA,1,0
1040,S07,14,S07E14,14,0,Tempest DuJour,NA,NA,0,NA,1,0
1041,S08,1,S08E1,1,0,Bob the Drag Queen,SAFE,0,1,0,0,0
1042,S08,1,S08E1,2,0,Kim Chi,WIN,0,1,0,0,0
1043,S08,1,S08E1,2,0,Naomi Smalls,HIGH,0,1,0,0,0
1044,S08,1,S08E1,4,0,Chi Chi DeVayne,SAFE,0,1,0,0,0
1045,S08,1,S08E1,5,0,Derrick Barry,HIGH,0,1,0,0,0
1046,S08,1,S08E1,6,0,Thorgy Thor,SAFE,0,1,0,0,0
1047,S08,1,S08E1,7,0,Robbie Turner,LOW,0,1,1,0,0
1048,S08,1,S08E1,8,0,Acid Betty,HIGH,0,1,0,0,0
1049,S08,1,S08E1,9,0,Naysha Lopez,BTM,1,1,0,0,0
1050,S08,1,S08E1,10,1,Cynthia Lee Fontaine,SAFE,0,1,0,0,0
1051,S08,1,S08E1,11,0,Dax ExclamationPoint,SAFE,0,1,0,0,0
1052,S08,1,S08E1,11,0,Laila McQueen,BTM,0,1,0,0,0
1053,S08,2,S08E2,1,0,Bob the Drag Queen,SAFE,0,1,0,0,0
1054,S08,2,S08E2,2,0,Kim Chi,LOW,0,1,0,0,0
1055,S08,2,S08E2,2,0,Naomi Smalls,SAFE,0,1,0,0,0
1056,S08,2,S08E2,4,0,Chi Chi DeVayne,WIN,0,1,0,0,0
1057,S08,2,S08E2,5,0,Derrick Barry,SAFE,0,1,0,0,0
1058,S08,2,S08E2,6,0,Thorgy Thor,HIGH,0,1,0,0,0
1059,S08,2,S08E2,7,0,Robbie Turner,SAFE,0,1,0,0,0
1060,S08,2,S08E2,8,0,Acid Betty,HIGH,0,1,0,0,0
1061,S08,2,S08E2,9,0,Naysha Lopez,NA,NA,0,NA,0,0
1062,S08,2,S08E2,10,1,Cynthia Lee Fontaine,SAFE,0,1,0,0,0
1063,S08,2,S08E2,11,0,Dax ExclamationPoint,BTM,1,1,0,0,0
1064,S08,2,S08E2,11,0,Laila McQueen,BTM,1,1,0,0,0
1065,S08,3,S08E3,1,0,Bob the Drag Queen,WIN,0,1,0,0,0
1066,S08,3,S08E3,2,0,Kim Chi,SAFE,0,1,0,0,0
1067,S08,3,S08E3,2,0,Naomi Smalls,SAFE,0,1,0,0,0
1068,S08,3,S08E3,4,0,Chi Chi DeVayne,SAFE,0,1,0,0,0
1069,S08,3,S08E3,5,0,Derrick Barry,LOW,0,1,0,0,0
1070,S08,3,S08E3,6,0,Thorgy Thor,HIGH,0,1,0,0,0
